DMR_TRIP_IDENTIFIER,EFFORT_START_DATE,EFFORT_START_TIME,DMR_EFFORT_IDENTIFIER,START_LATITUDE,START_LONGITUDE,END_LATITUDE,END_LONGITUDE,REGION,STRATUM,STATION_TYPE,START_DEPTH,LENGTH_TOW_TIME,EFFORT_SEQ_NO,TOW_LENGTH_NM,WATER_TEMP_C,SALINITY,END_DEPTH,SURFACE_TEMP_C,SURFACE_SALINITY,TOW_QUALITY,GEAR_CONDITION,EFFORT_END_DATE,EFFORT_END_TIME,WAVE_HEIGHT,WIND,WIND_DIRECTION,GRID_ID
FL05,10/21/05,11:35,22,43.59933,-69.25967,43.60867,-69.25917,2,4,R,75.8,00:14,673978,0.566,7.8,33.14,74.2,11.6,32.13,2,K,10/21/05,11:49,1,,,633
FL05,10/22/05,08:11,23,43.8515,-69.52783,43.8405,-69.52783,2,1,R,17.2,00:16,673979,0.66,9.8,32.56,22.2,10.7,32.49,2,O,10/22/05,08:27,,,,41
FL05,10/22/05,10:35,24,43.8275,-69.4885,43.841,-69.483,2,2,F,37.5,00:20,673980,0.845,8.9,32.82,33.7,8.8,32.81,1,K,10/22/05,10:55,,,,55
FL05,10/22/05,12:41,25,43.8275,-69.42367,43.837,-69.41017,2,2,R,33.8,00:20,673981,0.818,9.5,32.8,31.5,10.4,32.66,1,K,10/22/05,13:01,,,,58
FL05,10/22/05,16:07,26,43.82267,-69.34633,43.81083,-69.3565,2,2,NA,40.4,00:20,673982,0.835,9.8,31.27,40.2,10.9,32.53,1,K,10/22/05,16:27,,,,77
FL05,10/27/05,09:05,27,43.74867,-69.212,43.739,-69.21,3,3,R,50.2,00:15,674344,0.591,10.6,32.61,52.3,10.6,32.56,2,K,10/27/05,09:20,2,10,,589
FL05,10/27/05,12:35,28,43.54567,-69.07017,43.5565,-69.081,3,4,R,70.9,00:20,674345,0.806,10,33.25,81.3,9.9,33.25,1,K,10/27/05,12:55,2,10,,868
FL05,10/27/05,15:13,29,43.60583,-68.94417,43.61867,-68.9365,3,4,F,70.7,00:20,674346,0.846,10.5,32.99,72.4,10.4,32.99,1,K,10/27/05,15:33,,8,,836
FL05,10/27/05,17:18,30,43.5865,-69.07133,43.589,-69.0535,3,4,R,75.1,00:20,674347,0.792,10.6,32.94,68.8,10.5,32.93,1,K,10/27/05,17:38,,,,846
FL05,10/29/05,08:35,31,44.12033,-68.98,44.12983,-68.96683,3,2,R,39.6,00:20,674348,0.809,10.6,32.19,40,10.1,29.13,1,K,10/29/05,08:55,,10,,127
FL05,10/29/05,10:12,32,44.17917,-69.00583,44.1645,-69.01017,3,2,R,30.2,00:21,674349,0.902,10.6,32.24,32.6,9.1,25.51,1,K,10/29/05,10:33,,8,,89
FL05,10/29/05,12:27,33,44.24533,-68.90883,44.23267,-68.9175,3,1,R,16.1,00:20,674350,0.848,10.9,31.87,13.7,10.9,30.91,1,K,10/29/05,12:47,,,,42
FL05,10/29/05,14:40,34,44.27933,-68.855,44.26767,-68.8635,3,2,RA,13.7,00:20,674351,0.791,10.8,31.95,13.4,10.7,29.04,1,K,10/29/05,15:00,,,,23
FL05,10/30/05,08:28,35,44.0028,-68.8591,44.00957,-68.87523,3,2,R,29.4,00:19,674352,0.808,10.6,32.31,30.1,10.2,31.84,1,K,10/30/05,08:47,2,18,,213
FL05,10/31/05,08:07,36,43.76448,-68.78677,43.7786,-68.78437,3,3,RA,56.4,00:20,674353,0.858,10.4,32.81,61.4,10.3,32.76,1,K,10/31/05,08:27,1,10,,56
FL05,10/31/05,14:17,37,43.78733,-68.69733,43.78067,-68.70733,3,3,NA,55.5,00:15,674354,0.591,10.1,33.11,50.4,10.3,32.97,2,O,10/31/05,14:33,,,,539
FL05,11/1/05,07:30,38,43.90313,-68.75843,43.91643,-68.75375,3,3,F,48.8,00:20,674355,0.825,10.4,32.77,52.8,10.3,31.87,1,K,11/1/05,07:50,2,12,,359
FL05,11/1/05,09:18,39,43.89252,-68.67513,43.90197,-68.66195,3,3,R,50.9,00:19,674356,0.806,10.4,31.63,50.2,10.4,33.48,1,K,11/1/05,09:37,,,,363
FL05,11/1/05,11:41,40,43.86255,-68.4587,43.85278,-68.47142,4,4,R,64.5,00:20,674357,0.809,10.3,33.03,77.2,10.3,33.02,1,K,11/1/05,12:01,1,,,716
FL05,11/1/05,13:31,41,43.9537,-68.47797,43.94617,-68.49367,4,3,R,51.3,00:19,674358,0.817,10.3,32.66,45.8,10.2,32.66,1,K,11/1/05,13:50,1,,,559
FL05,11/2/05,07:00,42,44.15717,-68.54033,44.16652,-68.53198,4,1,F,27.8,00:15,674359,0.67,10.3,31.93,34.2,10.2,31.6,2,O,11/2/05,07:15,,,,250
FL05,11/2/05,10:07,43,44.2445,-68.4305,44.25683,-68.438,4,2,R,25.6,00:20,674360,0.813,10.3,31.99,27.9,10.4,31.68,1,K,11/2/05,10:27,1,15,,120
FL05,11/2/05,11:52,44,44.27967,-68.5165,44.26817,-68.5125,4,1,R,15.9,00:18,674361,0.715,10.5,31.89,14.9,10.5,31.81,1,K,11/2/05,12:10,,,,100
FL05,11/2/05,13:44,45,44.369,-68.448,44.35917,-68.45433,4,1,R,15.5,00:17,674362,0.651,10.6,31.91,15.6,10.6,31.9,2,C,11/2/05,14:01,,35,,33
FL05,11/3/05,06:30,46,43.93217,-68.25967,43.94333,-68.249,4,4,R,62.3,00:20,674363,0.813,8.8,33.63,61.1,9.9,33,1,K,11/3/05,06:50,2,20,,658
FL05,11/3/05,08:42,47,44.03033,-68.22563,44.04383,-68.2195,4,3,R,54.3,00:20,674364,0.852,10.2,32.82,52.7,10.2,32.81,1,K,11/3/05,09:02,1,15,,460
FL05,11/3/05,11:05,48,44.0535,-68.0615,44.0605,-68.049,4,4,F,64.2,00:18,674365,0.684,10,32.96,58.5,10,32.95,1,K,11/3/05,11:23,2,30,,613
FL05,11/4/05,09:33,49,44.38417,-68.11733,44.39383,-68.11717,4,1,R,20,00:15,674366,0.583,10.1,32.21,17.7,10.1,32.2,2,A,11/4/05,09:48,1,10,,28
FL05,11/4/05,11:33,50,44.3525,-68.16867,44.36543,-68.16743,4,2,R,28.3,00:20,674367,0.778,10.1,32.22,26.4,10.2,32.19,1,K,11/4/05,11:53,1,10,,44
FL05,11/4/05,13:36,51,44.29853,-68.12838,44.28767,-68.12917,4,2,F,34.7,00:16,674368,0.656,10.3,32.35,35.7,10.2,32.41,2,A,11/4/05,13:52,1,,,94
FL05,11/11/05,09:00,52,44.59767,-67.43833,44.5915,-67.45567,5,1,NA,9.5,00:20,674369,0.814,9.7,32.2,8.9,9.2,31.95,1,K,11/11/05,09:20,,25,NW,113
FL05,11/11/05,12:43,53,44.58967,-67.29283,44.598,-67.27483,5,2,NA,28.7,00:20,674370,0.918,,,24.6,,,1,O,11/11/05,13:03,,20,NW,118
FL05,11/11/05,14:57,54,44.6355,-67.3435,44.6494,-67.34152,5,1,NA,8.7,00:20,674371,0.841,9.9,32.32,9.6,9.8,32.26,1,K,11/11/05,15:17,,15,NW,71
FL06,10/2/06,08:52,1,42.93277,-70.74138,42.92402,-70.74818,1,1,F,17.7,00:15,1073732,0.604,9.2,32.15,17.5,13.8,31.57,2,H,10/2/06,09:07,2,,,472
FL06,10/2/06,11:49,2,42.91315,-70.79832,42.90155,-70.80242,1,1,R,2.5,00:18,1073733,0.74,12.5,31.54,2.3,13.1,31.44,2,A,10/2/06,12:07,,,,488
FL06,10/2/06,13:24,3,42.88485,-70.68722,42.89652,-70.67925,1,2,R,29.8,00:20,1073734,0.783,7.7,32.37,30.7,13.2,31.86,1,K,10/2/06,13:44,2,12,,513
FL06,10/3/06,14:47,4,42.8885,-70.61432,42.89912,-70.60277,1,3,R,41.2,00:20,1073735,0.815,7.5,32.57,40.7,14.1,31.61,1,K,10/3/06,15:07,2,12,,516
FL06,10/3/06,09:29,5,42.94353,-70.51412,42.93372,-70.52703,1,3,R,47.1,00:20,1073736,0.818,7.4,32.55,46.1,15.1,31.57,1,K,10/3/06,09:49,1,10,,467
FL06,10/3/06,11:19,6,42.90008,-70.3847,42.89927,-70.40245,1,3,R,47.7,00:20,1073737,0.783,7.9,32.59,46.3,15.5,31.42,1,K,10/3/06,11:39,2,8,,524
FL06,10/3/06,12:36,7,42.94148,-70.38945,42.94455,-70.40722,1,4,R,67.2,00:20,1073738,0.805,6.7,32.82,65.4,15.4,31.19,1,K,10/3/06,12:56,2,10,,719
FL06,10/3/06,14:15,8,43.01577,-70.38842,43.00525,-70.39933,1,4,R,62.6,00:20,1073739,0.793,6.5,33,61.7,15.4,31.46,1,K,10/3/06,14:35,2,10,,698
FL06,10/3/06,16:06,9,43.02482,-70.56252,43.03473,-70.56547,1,2,NA,31.1,00:17,1073740,0.608,8.6,32.46,31.4,14.7,31.7,2,A,10/3/06,16:23,,,,392
FL06,10/4/06,08:08,10,43.07607,-70.53258,43.0804,-70.52475,1,2,R,33.4,00:11,1073741,0.432,9,32.5,27.8,15.1,31.57,3,A,10/4/06,08:19,,,,349
FL06,10/4/06,09:17,11,43.09043,-70.48505,43.09615,-70.46728,1,3,R,36.7,00:20,1073742,0.852,8.8,32.58,68.9,15.2,31.53,1,K,10/4/06,09:37,,,,338
FL06,10/4/06,10:57,12,43.12407,-70.37425,43.1189,-70.39193,1,3,R,55.1,00:20,1073743,0.835,7.7,32.77,53.5,15,31.65,1,K,10/4/06,11:17,,,,329
FL06,10/4/06,12:35,13,43.15392,-70.3773,43.14553,-70.39222,1,3,F,48,00:20,1073744,0.826,8.2,32.65,47.7,14.7,31.71,1,K,10/4/06,12:55,,,,305
FL06,10/4/06,15:12,14,43.20573,-70.54943,43.19598,-70.54615,1,1,NA,15,00:15,1073745,0.617,9.9,32.24,17.1,13.5,31.72,2,A,10/4/06,15:27,,,,246
FL06,10/5/06,09:29,15,43.24865,-70.50012,43.23703,-70.50928,1,2,R,25,00:20,1073746,0.803,9.5,32.42,25.7,12.9,31.78,1,K,10/5/06,09:49,3,12,,218
FL06,10/5/06,13:03,16,43.32015,-70.2488,43.31143,-70.262,1,3,RA,54.1,00:20,1073747,0.779,8.5,32.8,51.8,13.6,31.91,1,K,10/5/06,13:23,3,10,,165
FL06,10/5/06,14:58,17,43.25937,-70.19992,43.26642,-70.1833,1,4,R,63,00:20,1073748,0.841,9.4,33.01,65,13.7,32.24,1,K,10/5/06,15:18,1,,,618
FL06,10/5/06,16:55,18,43.32837,-70.12405,43.33938,-70.1353,1,4,R,64.1,00:20,1073749,0.824,8.2,32.97,60.2,13.8,31.94,1,K,10/5/06,17:15,2,10,,596
FL06,10/6/06,08:48,19,43.3947,-70.12092,43.40447,-70.13305,1,4,F,60.7,00:20,1073750,0.79,7.9,33.05,54.1,12.9,31.9,1,K,10/6/06,09:08,5,15,,100
FL06,10/6/06,11:00,20,43.42282,-70.28968,43.43137,-70.2786,1,2,F,30.1,00:18,1073751,0.706,9.2,32.62,35.7,12.7,31.99,1,A,10/6/06,11:18,4,12,,68
FL06,10/6/06,13:49,21,43.51132,-70.34738,43.49887,-70.35563,1,1,NA,6.6,00:20,1073752,0.827,13,31.82,6.5,13,31.79,1,K,10/6/06,14:09,2,10,,10
FL06,10/6/06,15:45,22,43.5165,-70.2509,43.52237,-70.23797,1,1,RA,18.4,00:20,1073753,0.665,11.6,32.37,19.1,13.2,31.65,2,A,10/6/06,16:02,2,10,,15
FL06,10/9/06,09:03,23,43.60282,-69.87457,43.61193,-69.86052,2,3,F,45.3,00:20,1073754,0.822,9.7,33.04,42.5,12.8,31.77,1,K,10/9/06,09:23,3,10,,463
FL06,10/9/06,11:04,24,43.5629,-69.94607,43.5736,-69.9558,2,3,R,55.5,00:20,1073755,0.772,9.2,33.14,51.6,10,32.93,1,K,10/9/06,11:24,2,10,,506
FL06,10/9/06,12:23,25,43.54937,-69.96498,43.56092,-69.97457,2,4,R,60.3,00:20,1073756,0.809,9.3,32.94,58.4,10.3,32.33,1,K,10/9/06,12:43,2,8,,661
FL06,10/9/06,14:20,26,43.54847,-70.004,43.53728,-70.01533,2,4,R,54.3,00:20,1073757,0.835,8.8,32.95,54.1,13,32.49,1,K,10/9/06,14:40,2,5,,524
FL06,10/10/06,08:54,27,43.66942,-70.15087,43.6613,-70.15995,2,1,R,12.7,00:15,1073758,0.627,12.9,31.69,16,12.9,31.67,2,A,10/10/06,09:09,,,,323
FL06,10/10/06,10:50,28,43.61017,-70.20375,43.61997,-70.20032,2,1,R,10.2,00:15,1073759,0.606,13.1,31.5,8.2,13.1,31.36,2,A,10/10/06,10:50,1,8,,420
FL06,10/10/06,15:10,29,43.68707,-69.82817,43.68503,-69.83588,2,1,R,16.3,00:09,1073760,0.357,12.1,32.43,14.2,13,30.96,3,A,10/10/06,15:10,2,8,,300
FL06,10/10/06,16:42,30,43.71242,-69.79973,43.70823,-69.81657,2,1,RA,10.1,00:20,1073761,0.775,12.4,32.3,8.9,13,29.94,1,K,10/10/06,17:02,2,8,,223
FL06,10/11/06,08:53,31,43.51917,-69.7023,43.50558,-69.69657,2,4,RA,68.2,00:20,1073762,0.852,8.8,33.28,70.1,12.5,32.72,1,K,10/11/06,09:13,3,10,,714
FL06,10/11/06,11:25,32,43.56695,-69.60853,43.5576,-69.62077,2,4,RA,77.7,00:20,1073763,0.774,8.8,33.68,77.1,12.5,32.72,1,K,10/11/06,11:45,4,12,,652
FL06,10/11/06,13:54,33,43.5944,-69.71272,43.60668,-69.7079,2,3,NA,54.2,00:20,1073764,0.765,10.4,33.18,48.1,12.6,32.64,1,K,10/11/06,14:14,3,12,,469
FL06,10/13/06,11:03,34,43.701,-69.70307,43.71295,-69.7059,2,2,RA,35.7,00:18,1073765,0.727,12,32.46,31.1,12.5,31.9,1,A,10/13/06,11:21,3,10,,267
FL06,10/13/06,15:02,35,43.70607,-69.69203,43.71702,-69.68753,2,2,RA,33.6,00:17,1073766,0.685,11.4,32.58,32.2,12.8,32.26,2,A,10/13/06,15:19,2,8,,228
FL06,10/13/06,16:17,36,43.75958,-69.6573,43.76795,-69.65,2,2,RA,30.5,00:15,1073767,0.593,11.5,32.43,29,12.8,32.12,2,A,10/13/06,16:32,1,,,133
FL06,10/14/06,07:54,37,43.69727,-69.51138,43.68425,-69.51312,2,4,F,62.4,00:20,1073768,0.785,9.1,33.16,68.6,12.1,32.59,1,K,10/14/06,08:14,2,8,,573
FL06,10/14/06,09:47,38,43.76393,-69.43693,43.7512,-69.43172,2,3,R,43.7,00:20,1073769,0.794,10.2,32.98,44.5,12.4,32.19,1,K,10/14/06,10:07,2,5,,172
FL06,10/14/06,12:08,39,43.80085,-69.41548,43.81388,-69.41207,2,2,R,36.6,00:20,1073770,0.799,11.2,32.89,30.2,12.6,32.17,1,K,10/14/06,12:28,2,5,,93
FL06,10/14/06,13:53,40,43.82935,-69.48717,43.8418,-69.48373,2,2,F,37.7,00:20,1073771,0.702,10.2,32.68,33.1,12.7,32.18,1,K,10/14/06,14:13,2,5,,55
FL06,10/16/06,08:38,41,43.76348,-69.21845,43.75275,-69.20627,3,3,R,48.1,00:20,1073772,0.834,10.6,33.22,50,11.9,32.61,1,K,10/16/06,08:58,2,5,,566
FL06,10/16/06,10:29,42,43.88372,-69.2332,43.8721,-69.24395,3,2,R,33.2,00:20,1073773,0.84,11.5,32.75,32.9,12.3,32.14,2,D,10/16/06,10:49,,,,392
FL06,10/17/06,08:48,43,43.93783,-69.19478,43.92758,-69.20635,3,1,R,16,00:20,1073774,0.797,11.9,32.68,15.1,12.2,32.23,1,K,10/17/06,09:08,2,8,,288
FL06,10/17/06,10:53,44,43.96623,-69.14095,43.96232,-69.1555,3,1,R,16.2,00:18,1073775,0.673,12.1,32.62,16.4,12.4,32.1,2,A,10/17/06,11:11,1,5,,241
FL06,10/17/06,12:35,45,43.8493,-69.10793,43.8359,-69.11132,3,2,R,33.5,00:20,1073776,0.816,11,33.06,36.2,12.2,32.3,1,K,10/17/06,12:55,1,,,447
FL06,10/17/06,14:35,46,43.72272,-69.09417,43.71153,-69.103,3,3,R,50.7,00:20,1073777,0.774,10.5,33.26,54.9,12,32.73,1,K,10/17/06,14:55,3,10,,618
FL06,10/17/06,15:56,47,43.7464,-69.15218,43.75703,-69.14032,3,4,NA,55.3,00:20,1073778,0.82,10.7,33.18,58.9,11.9,32.75,1,K,10/17/06,16:16,3,10,,569
FL06,10/17/06,17:05,48,43.788,-69.08405,43.8011,-69.07678,3,3,NA,44.5,00:20,1073779,0.846,11.2,33.02,43.4,12.1,32.56,1,K,10/17/06,17:25,,,,523
FL06,10/18/06,10:11,49,44.12002,-69.04317,44.1076,-69.04638,3,2,R,23.2,00:20,1073780,0.758,12.5,32.33,22.8,12.5,31.93,2,A,10/18/06,10:31,3,15,,136
FL06,10/18/06,12:21,50,44.26543,-68.99613,44.25697,-69.00317,3,2,R,30.9,00:15,1073781,0.591,12.5,32.31,27.5,12.2,29.84,2,A,10/18/06,12:36,2,8,,29
FL06,10/18/06,13:43,51,44.18425,-68.9969,44.17205,-68.99845,3,2,R,34.1,00:19,1073782,0.734,12.4,32.37,31.2,12.7,31.51,1,A,10/18/06,14:02,2,5,,89
FL06,10/18/06,14:51,52,44.17522,-68.93082,44.1629,-68.9389,3,2,R,33.4,00:20,1073783,0.816,12.6,32.31,31,12.6,31.57,1,K,10/18/06,15:11,1,5,,92
FL06,10/18/06,16:31,53,44.26052,-68.80188,44.25178,-68.78687,3,1,NA,14.7,00:20,1073784,0.833,12.7,32.07,13,12.7,31.21,1,K,10/18/06,16:51,1,5,,35
FL06,10/19/06,08:39,54,43.78502,-68.70427,43.79285,-68.68888,3,3,NA,56.8,00:20,1073785,0.818,10.4,33.35,52.5,11.7,32.83,1,K,10/19/06,08:59,,,,539
FL06,10/19/06,10:32,55,43.79303,-68.56697,43.8008,-68.55177,3,4,R,68.5,00:20,1073786,0.809,9.8,33.67,77.9,11.6,32.98,1,K,10/19/06,10:52,2,5,,756
FL06,10/19/06,12:01,56,43.82383,-68.56413,43.815,-68.57785,3,4,R,65.1,00:20,1073787,0.797,9.8,31.72,68,11.7,32.9,1,K,10/19/06,12:21,1,5,,743
FL06,10/19/06,14:35,57,43.83327,-68.73665,43.83352,-68.74885,3,3,R,52.6,00:15,1073788,0.529,10.9,33.19,53.4,12.1,32.47,2,A,10/19/06,14:50,1,5,,461
FL06,10/19/06,16:07,58,43.91728,-68.75377,43.90487,-68.75642,3,3,F,51.5,00:20,1073794,0.755,11.4,32.99,46.5,12.2,32.41,1,K,10/19/06,16:27,,,,359
FL06,10/20/06,09:34,59,44.11557,-68.76995,44.1277,-68.77162,3,1,R,16.7,00:18,1073795,0.732,12.6,32.04,16.6,12.6,31.73,1,K,10/20/06,09:52,2,10,,133
FL06,10/20/06,12:35,60,44.14615,-68.75988,44.13297,-68.7565,3,2,F,26.7,00:20,1073796,0.808,12.4,32.24,29.5,12.7,31.69,1,O,10/20/06,12:55,2,10,,121
FL06,10/20/06,14:17,61,44.173,-68.79445,44.16133,-68.78613,3,1,NA,7.4,00:20,1073797,0.789,12.7,31.73,9.8,12.6,31.66,1,K,10/20/06,14:37,1,10,,96
FL06,10/23/06,09:12,62,44.16455,-68.53267,44.15667,-68.54305,4,1,F,16.4,00:17,1073798,0.652,11.9,32.43,13.1,12,32.06,2,H,10/23/06,09:29,1,10,,250
FL06,10/23/06,14:20,63,43.95148,-68.55,43.94415,-68.5646,4,3,NA,47.3,00:20,1073799,0.77,10.6,33.28,46.2,11.5,32.74,2,O,10/23/06,14:40,3,12,,555
FL06,10/23/06,16:33,64,43.90908,-68.52335,43.89762,-68.5313,4,3,NA,53.1,00:20,1073800,0.771,10.2,33.41,52.1,11.4,32.82,1,K,10/23/06,16:53,3,10,,590
FL06,10/24/06,08:58,65,43.99697,-68.45117,44.00298,-68.46257,4,3,R,46.3,00:16,1073801,0.611,10.8,33.26,45.5,11.4,32.76,2,A,10/24/06,09:14,3,12,,496
FL06,10/24/06,10:49,66,43.90895,-68.41747,43.91918,-68.40778,4,4,R,58.4,00:20,1073802,0.755,10.2,33.52,59.9,11.1,32.95,1,K,10/24/06,11:09,3,15,,664
FL06,10/24/06,12:35,67,43.91182,-68.2865,43.92165,-68.29208,4,4,NA,67,00:20,1073803,0.639,9.7,33.74,62.8,11.2,32.96,1,K,10/24/06,12:55,3,15,,669
FL06,10/24/06,16:33,68,44.06232,-68.40142,44.053,-68.38982,4,2,R,34.5,00:20,1073805,0.752,11.4,32.95,36.7,11.4,32.73,1,O,10/24/06,16:53,2,12,,426
FL06,10/25/06,11:08,69,44.23807,-68.45542,44.24942,-68.4663,4,1,R,13.2,00:20,1073806,0.825,11.9,32.31,15.5,11.8,31.98,1,K,10/25/06,11:28,2,15,,134
FL06,10/25/06,12:56,70,44.30712,-68.55147,44.31908,-68.55877,4,1,R,12.2,00:20,1073807,0.785,12.3,32.33,14.3,11.8,31.65,1,K,10/25/06,13:16,2,15,,70
FL06,10/25/06,14:37,71,44.29987,-68.48088,44.28723,-68.47457,4,2,R,20.8,00:20,1073808,0.807,11.8,32.46,24.8,11.9,31.77,1,K,10/25/06,14:57,2,15,,86
FL06,10/26/06,07:37,72,44.01493,-68.23925,44.0056,-68.25365,4,3,R,52.2,00:20,1073809,0.838,10.1,33.61,54.7,11.1,33.13,1,K,10/26/06,07:57,2,10,,505
FL06,10/26/06,09:55,73,44.05965,-68.22607,44.05283,-68.21662,4,3,R,48.8,00:16,1073810,0.578,10.4,33.51,51.5,11.1,32.9,3,O,10/26/06,10:11,3,12,,434
FL06,10/26/06,12:53,74,44.04537,-68.30708,44.03668,-68.32117,4,3,NA,50.1,00:20,1073812,0.802,11.1,33.1,48.7,11.1,32.92,1,K,10/26/06,13:13,3,12,,456
FL06,10/26/06,15:54,75,44.00233,-68.09447,43.99077,-68.10435,4,4,R,62.2,00:20,1073813,0.814,10.5,33.37,66.1,11,33.03,1,K,10/26/06,14:14,3,12,,635
FL06,10/27/06,08:07,76,44.37242,-68.1749,44.36015,-68.16958,4,2,R,22.9,00:20,1073815,0.772,11.4,32.74,24.5,11.2,32.56,1,K,10/27/06,08:27,1,5,,36
FL06,10/27/06,10:09,77,44.28452,-68.13347,44.29733,-68.12938,4,2,F,35.5,00:20,1073816,0.791,11.3,32.94,34.5,11.3,32.71,1,K,10/27/06,10:29,1,8,,94
FL06,11/7/06,09:16,78,44.48683,-67.77868,44.49762,-67.7742,5,1,R,11.7,00:16,1073817,0.677,10,32.61,11.5,9.8,32.7,2,A,11/7/06,09:32,2,10,,233
FL06,11/7/06,13:45,79,44.4779,-67.84865,44.4727,-67.82993,5,1,RA,6.5,00:20,1073818,0.859,9.9,32.69,9.8,9.5,32.3,1,K,11/7/06,14:05,2,12,,260
FL06,11/7/06,16:11,80,44.50102,-67.7,44.51175,-67.69152,5,1,RA,7.9,00:20,1073819,0.739,9.3,32.62,5.4,9.1,32.59,1,K,11/7/06,16:31,2,10,,236
FL06,11/8/06,11:38,81,44.29372,-67.51335,44.30078,-67.4971,5,4,F,57.5,00:20,1073821,0.818,9.9,33.6,62.1,10.2,33.07,1,K,11/8/06,11:58,2,10,,681
FL06,11/8/06,13:19,82,44.278,-67.5663,44.26543,-67.57367,5,4,R,61.8,00:20,1073822,0.818,9.6,34.02,67.3,9.9,33.9,1,K,11/8/06,13:39,2,10,,698
FL06,11/8/06,14:32,83,44.28785,-67.64158,44.2817,-67.6321,5,3,RA,53.8,00:20,1073824,0.55,10.2,33.45,52,10.2,33.11,2,A,11/8/06,14:47,,,,588
FL06,11/11/06,10:28,84,44.52163,-67.45043,44.5324,-67.4368,5,2,R,25.7,00:20,1073825,0.872,10.4,32.81,27,10.2,32.44,1,K,11/11/06,10:48,1,,,190
FL06,11/11/06,12:52,85,44.533,-67.35018,44.53837,-67.35548,5,2,R,24.4,00:11,1073827,0.395,10.4,32.93,23.8,10.3,32.89,3,O,11/11/06,13:03,2,8,,179
FL07,10/1/07,09:39,1,42.96392,-70.71927,42.97143,-70.71352,1,1,R,16.6,00:13,1323452,0.544,9,32.16,15.5,13,31.82,3,H,10/1/07,09:52,1,5,,552
FL07,10/1/07,10:54,2,42.93992,-70.7379,42.93025,-70.75112,1,1,F,17.1,00:20,1323652,0.842,8.7,32.12,14.7,13.4,31.81,1,K,11/7/07,11:14,1,,,610
FL07,10/1/07,13:17,3,42.85248,-70.75485,42.86362,-70.74503,1,1,NA,17.7,00:20,1323653,0.805,8.5,32.23,20.1,14.6,31.59,1,K,10/1/07,13:37,2,8,,672
FL07,10/1/07,15:04,4,42.9348666,-70.6590333,42.9269333,-70.6684666,1,2,R,28.7,00:16,1323654,0.645,7.3,32.3,29.3,15,31.73,2,A,10/1/07,15:04,2,8,,614
FL07,10/2/07,08:30,5,42.8940833,-70.54275,42.8921333,-70.5596166,1,3,RA,45.9,00:18,1323655,0.752,5.7,32.62,42.4,9,30.73,1,A,10/2/07,08:48,1,8,,661
FL07,10/2/07,10:26,6,42.8775833,-70.4433333,42.8680833,-70.4550666,1,4,R,70.5,00:20,1323656,0.77,5.2,32.85,71.5,14.9,31.89,1,K,10/2/07,10:46,1,5,,686
FL07,10/2/07,12:25,7,43.03685,-70.41252,43.0276,-70.42538,1,3,R,52.4,00:20,1323657,0.794,5.7,32.75,53.4,15.3,31.96,1,O,10/2/07,12:45,1,3,,505
FL07,10/2/07,15:41,8,42.96312,-70.50385,42.96085,-70.52202,1,3,R,49.1,00:20,1323658,0.812,6.1,32.62,47.9,14,31.87,1,K,10/2/07,16:01,2,8,,581
FL07,10/2/07,17:20,9,42.99843,-70.49197,42.98715,-70.50102,1,3,R,49.7,00:20,1323659,0.786,6.1,32.62,48,14.4,31.92,1,K,10/2/07,17:40,1,5,,541
FL07,10/3/07,07:50,10,43.15293,-70.3804,43.14512,-70.39533,1,3,F,48.2,00:20,1323660,0.807,6.5,32.7,46.4,13.7,31.96,1,K,10/3/07,08:10,0,0,,387
FL07,10/3/07,10:19,11,43.15472,-70.26917,43.1639,-70.25605,1,4,RA,63.9,00:20,1323661,0.798,7.2,32.74,68.7,15.3,32.08,1,K,10/3/07,10:39,0,0,,373
FL07,10/3/07,13:02,12,43.25418,-70.33358,43.25208,-70.35105,1,3,RA,47.3,00:20,1323662,0.78,7.1,32.67,45,15.8,31.88,2,O,10/3/07,13:25,1,8,,269
FL07,10/3/07,17:48,13,43.2963,-70.51163,43.28608,-70.5147,1,1,RA,18.6,00:16,1323663,0.627,8.9,32.4,19.9,15.4,31.87,2,A,10/3/07,18:04,1,8,,197
FL07,10/4/07,08:26,14,43.32462,-70.10482,43.31387,-70.11447,1,4,R,72,00:20,1323664,0.77,6.1,33.16,74.1,16.1,31.97,1,K,10/4/07,08:46,2,5,,193
FL07,10/4/07,10:13,15,43.37473,-70.06215,43.36388,-70.06825,1,4,R,76.5,00:17,1323665,0.703,5.8,33.37,73.9,16.2,31.9,2,K,10/4/07,10:30,2,5,,135
FL07,10/4/07,11:58,16,43.39557,-70.12265,43.40565,-70.13412,1,4,F,58.6,00:20,1323666,0.786,6.3,32.91,52.7,15.9,31.89,1,K,10/4/07,12:18,2,5,,105
FL07,10/4/07,13:39,17,43.42645,-70.20578,43.43857,-70.19328,1,3,R,45.6,00:19,1323667,0.909,7,32.76,48.5,14.6,31.93,1,K,10/4/07,14:00,2,5,,77
FL07,10/4/07,15:36,18,43.47295,-70.19617,43.48657,-70.19605,1,2,RA,33,00:20,1323668,0.82,8.6,32.57,37.2,13.9,31.88,1,K,10/4/07,15:56,1,5,,41
FL07,10/5/07,09:48,19,43.43305,-70.28068,43.42082,-70.21797,1,2,F,34.1,00:20,1323669,0.89,8.6,32.52,31.7,14.3,31.86,1,C,10/5/07,10:08,1,3,,73
