DMR_TRIP_IDENTIFIER,DMR_EFFORT_IDENTIFIER,REGION,STRATUM,COMMON_NAME,SAMPLE_LENGTH,FREQUENCY,SAMPLE_TYPE,SEX,MATURITY_TYPE,DMR_TRAWL_FISHID,DMR_SAMPLE_IDENTIFIER,AGE,SAMPLE_WEIGHT,GUT_FULLNESS
FL13,78,4,3,haddock,19,1,Bio,Male,I,G074,-785301162,0,65,
FL13,78,4,3,haddock,20,1,Bio,Female,I,G074,-1246028145,,76,
FL13,78,4,3,haddock,20,1,Bio,Male,I,G074,-1950428434,0,72,
FL13,78,4,3,haddock,20,1,Bio,Male,I,G074,-382484584,,72,
FL13,79,4,3,flounder atlantic witch (gray sole),15,1,Bio,Male,I,G107,-905746699,,22,
FL13,79,4,3,flounder atlantic witch (gray sole),16,1,Bio,Male,I,G107,-161229837,,23,
FL13,79,4,3,flounder atlantic witch (gray sole),16,1,Bio,Male,I,G107,-358907738,,24,
FL13,79,4,3,flounder atlantic witch (gray sole),17,1,Bio,Female,I,G107,1143555929,,27,
FL13,79,4,3,flounder atlantic witch (gray sole),17,1,Bio,Male,I,G107,588525380,,25,
FL13,79,4,3,flounder atlantic witch (gray sole),18,1,Bio,Male,I,G107,2109248440,,35,
FL13,79,4,3,flounder atlantic witch (gray sole),19,1,Bio,Female,I,G107,-1267180308,,36,
FL13,79,4,3,flounder atlantic witch (gray sole),20,1,Bio,Male,I,G107,2074369405,,47,
FL13,79,4,3,flounder atlantic witch (gray sole),21,1,Bio,Male,I,G107,371375354,,59,
FL13,79,4,3,flounder atlantic witch (gray sole),22,1,Bio,Female,I,G107,1584054575,,79,
FL13,79,4,3,hake white,21,1,Bio,Female,I,G076,-1904179388,,70,
FL13,79,4,3,hake white,22,1,Bio,Male,I,G076,-818745491,,89,
FL13,79,4,3,hake white,23,1,Bio,Male,I,G076,1681448092,,80,
FL13,79,4,3,hake white,24,1,Bio,Female,I,G076,-133098965,,94,
FL13,79,4,3,hake white,26,1,Bio,Female,I,G076,-2069753113,,113,
FL13,79,4,3,hake white,27,1,Bio,Female,I,G076,2017207358,,142,
FL13,79,4,3,hake white,28,1,Bio,Male,I,G076,-50508014,,142,
FL13,79,4,3,hake white,33,1,Bio,Male,T,G076,1113755729,,238,
FL13,79,4,3,hake white,34,1,Bio,Male,T,G076,-451751024,,288,
FL13,79,4,3,hake white,36,1,Bio,Female,I,G076,52354805,,333,
FL13,81,4,2,monkfish,30,1,Bio,Male,T,G197,-252079786,,394,empty
FL13,87,5,4,hake white,24,1,Bio,Female,I,G076,911871664,,93,
FL13,87,5,4,hake white,24,1,Bio,Female,I,G076,1491574285,,101,
FL13,87,5,4,hake white,25,1,Bio,Male,I,G076,-333887741,,100,
FL13,87,5,4,hake white,25,1,Bio,Male,I,G076,670969224,,117,
FL13,87,5,4,hake white,25,1,Bio,Male,I,G076,1263737885,,103,
FL13,87,5,4,hake white,26,1,Bio,Male,I,G076,1360682007,,121,
FL13,87,5,4,hake white,26,1,Bio,Male,I,G076,-1994192452,,116,
FL13,87,5,4,hake white,26,1,Bio,Male,I,G076,223369935,,119,
FL13,87,5,4,hake white,26,1,Bio,Male,I,G076,-1158252982,,136,
FL13,87,5,4,hake white,26,1,Bio,Male,I,G076,522059546,,127,
FL13,87,5,4,hake white,27,1,Bio,Female,I,G076,-1919537159,,133,
FL13,87,5,4,hake white,27,1,Bio,Male,I,G076,213195157,,139,
FL13,87,5,4,hake white,27,1,Bio,Female,I,G076,756112690,,129,
FL13,87,5,4,hake white,28,1,Bio,Female,I,G076,251742343,,170,
FL13,87,5,4,hake white,28,1,Bio,Female,I,G076,1481133515,,146,
FL13,87,5,4,hake white,28,1,Bio,Male,I,G076,-925564882,,155,
FL13,87,5,4,hake white,28,1,Bio,Female,I,G076,-1291406095,,156,
FL13,87,5,4,hake white,29,1,Bio,Male,I,G076,1903554660,,178,
FL13,87,5,4,hake white,29,1,Bio,Female,I,G076,-973188002,,163,
FL13,87,5,4,hake white,29,1,Bio,Male,I,G076,-863362344,,188,
FL13,87,5,4,hake white,34,1,Bio,Female,I,G076,-1021388276,,303,
FL13,87,5,4,hake white,36,1,Bio,Female,I,G076,-1279253306,,351,
FL13,87,5,4,hake white,39,1,Bio,Male,T,G076,804729747,,470,
FL13,87,5,4,monkfish,37,1,Bio,Female,T,G197,-2109160084,,566,empty
FL13,88,5,2,haddock,15,1,Bio,Male,I,G074,-470650913,0,35,
FL13,88,5,2,haddock,16,1,Bio,Male,I,G074,-476839854,0,37,
FL13,88,5,2,haddock,16,1,Bio,Male,I,G074,-1488424303,,38,
FL13,88,5,2,haddock,16,1,Bio,Male,I,G074,-324900479,,35,
FL13,88,5,2,haddock,17,1,Bio,Female,I,G074,2002197866,,45,
FL13,88,5,2,haddock,17,1,Bio,Male,I,G074,233466238,,43,
FL13,88,5,2,haddock,17,1,Bio,Male,I,G074,1789372840,,38,
FL13,88,5,2,haddock,17,1,Bio,Female,I,G074,-1378802044,0,41,
FL13,88,5,2,haddock,18,1,Bio,Male,I,G074,-1092615116,,55,
FL13,88,5,2,haddock,18,1,Bio,Male,I,G074,1365919766,,55,
FL13,88,5,2,haddock,18,1,Bio,Female,I,G074,1561490918,,59,
FL13,88,5,2,haddock,18,1,Bio,Male,I,G074,1750826880,,49,
FL13,88,5,2,haddock,18,1,Bio,Female,I,G074,1987821351,,56,
FL13,88,5,2,haddock,18,1,Bio,Male,I,G074,-204621205,0,59,
FL13,88,5,2,haddock,18,1,Bio,Male,I,G074,-372354085,,45,
FL13,88,5,2,haddock,18,1,Bio,Female,I,G074,-634948315,,65,
FL13,88,5,2,haddock,19,1,Bio,Male,I,G074,1952835280,,63,
FL13,88,5,2,haddock,19,1,Bio,Female,I,G074,-2090967755,,65,
FL13,88,5,2,haddock,19,1,Bio,Male,I,G074,-2082094455,0,67,
FL13,88,5,2,haddock,19,1,Bio,Male,I,G074,1839947119,,67,
FL13,88,5,2,haddock,19,1,Bio,Male,T,G074,477025666,,62,
FL13,88,5,2,haddock,19,1,Bio,Male,I,G074,-1089636947,,60,
FL13,88,5,2,haddock,19,1,Bio,Male,I,G074,121464739,,56,
FL13,88,5,2,haddock,20,1,Bio,Male,I,G074,1211999196,1,72,
FL13,88,5,2,haddock,21,1,Bio,Female,I,G074,1536727449,0,87,
FL13,89,5,2,hake white,9,1,Bio,Male,I,G076,1970883199,,6,
FL13,89,5,2,hake white,21,1,Bio,Female,I,G076,-605301304,,67,
FL13,89,5,2,hake white,21,1,Bio,Male,I,G076,675214474,,60,
FL13,89,5,2,hake white,21,1,Bio,Male,I,G076,-692935225,,77,
FL13,89,5,2,hake white,21,1,Bio,Male,I,G076,-1824196541,,58,
FL13,89,5,2,hake white,22,1,Bio,Female,I,G076,344343593,,74,
FL13,89,5,2,hake white,23,1,Bio,Female,I,G076,974573878,,84,
FL13,89,5,2,hake white,24,1,Bio,Male,I,G076,219672060,,86,
FL13,89,5,2,hake white,24,1,Bio,Female,I,G076,1610956109,,84,
FL13,91,5,4,flounder atlantic witch (gray sole),8,1,Bio,Male,I,G107,825299444,,2,
FL13,91,5,4,flounder atlantic witch (gray sole),23,1,Bio,Male,I,G107,1148718239,,65,
FL13,91,5,4,flounder atlantic witch (gray sole),25,1,Bio,Male,S,G107,-1010498585,,85,
FL13,91,5,4,flounder atlantic witch (gray sole),26,1,Bio,Male,T,G107,1974683757,,111,
FL13,91,5,4,flounder atlantic witch (gray sole),27,1,Bio,Male,T,G107,2111154474,,121,
FL13,91,5,4,flounder atlantic witch (gray sole),28,1,Bio,Male,T,G107,-511242282,,129,
FL13,91,5,4,flounder atlantic witch (gray sole),31,1,Bio,Male,S,G107,218789987,,183,
FL13,91,5,4,flounder atlantic witch (gray sole),32,1,Bio,Female,I,G107,2019836233,,192,
FL13,91,5,4,flounder atlantic witch (gray sole),35,1,Bio,Male,T,G107,482351976,,271,
FL13,91,5,4,flounder atlantic witch (gray sole),36,1,Bio,Female,T,G107,-309692098,,309,
FL13,91,5,4,flounder atlantic witch (gray sole),43,1,Bio,Female,T,G107,568539548,,553,
FL13,91,5,4,hake white,24,1,Bio,Male,I,G076,101086233,,102,
FL13,91,5,4,hake white,25,1,Bio,Male,I,G076,475343736,,89,
FL13,91,5,4,hake white,28,1,Bio,Female,I,G076,-873824582,,149,
FL13,91,5,4,hake white,31,1,Bio,Female,I,G076,876609085,,186,
FL13,91,5,4,hake white,38,1,Bio,Female,T,G076,311648947,,370,
FL13,91,5,4,hake white,39,1,Bio,Male,T,G076,-1440106324,,414,
FL13,91,5,4,hake white,40,1,Bio,Male,T,G076,-454367794,,473,
FL13,91,5,4,hake white,44,1,Bio,Female,T,G076,1697669665,,556,
FL13,91,5,4,hake white,45,1,Bio,Female,T,G076,893483319,,615,
FL13,91,5,4,hake white,62,1,Bio,Female,T,G076,1980522144,,2100,
FL13,92,5,3,haddock,16,1,Bio,Male,I,G074,1956110016,0,44,
FL13,92,5,3,haddock,17,1,Bio,Female,I,G074,-1218490026,0,54,
FL13,92,5,3,haddock,17,1,Bio,Male,I,G074,-19860798,,44,
FL13,92,5,3,haddock,18,1,Bio,Female,I,G074,1143840977,,61,
FL13,92,5,3,haddock,18,1,Bio,Male,I,G074,145179619,,64,
FL13,92,5,3,haddock,18,1,Bio,Male,I,G074,1152448016,0,59,
FL13,92,5,3,haddock,18,1,Bio,Female,I,G074,-1291918610,,53,
FL13,92,5,3,haddock,18,1,Bio,Male,I,G074,106205215,,50,
FL13,92,5,3,haddock,19,1,Bio,Male,I,G074,105806540,,69,
FL13,92,5,3,haddock,19,1,Bio,Male,I,G074,-258857188,,68,
FL13,92,5,3,haddock,19,1,Bio,Male,I,G074,-3060334,0,63,
FL13,92,5,3,haddock,20,1,Bio,Male,I,G074,-1577188924,,80,
FL13,92,5,3,haddock,20,1,Bio,Male,I,G074,204453847,,86,
FL13,92,5,3,haddock,20,1,Bio,Male,I,G074,806721383,,74,
FL13,92,5,3,haddock,20,1,Bio,Male,I,G074,1279027061,0,78,
FL13,92,5,3,haddock,20,1,Bio,Female,I,G074,234606251,,90,
FL13,92,5,3,haddock,20,1,Bio,Female,I,G074,-710651222,,87,
FL13,92,5,3,haddock,20,1,Bio,Female,I,G074,-741079059,,80,
FL13,92,5,3,haddock,20,1,Bio,Female,I,G074,-1775968024,,84,
FL13,92,5,3,haddock,20,1,Bio,Male,I,G074,-1021759628,,77,
FL13,92,5,3,haddock,21,1,Bio,Male,I,G074,948697289,,94,
FL13,92,5,3,haddock,21,1,Bio,Male,T,G074,-346752997,,101,
FL13,92,5,3,haddock,21,1,Bio,Male,I,G074,-641660226,0,89,
FL13,92,5,3,haddock,22,1,Bio,Male,I,G074,-2062577819,0,97,
FL13,92,5,3,haddock,22,1,Bio,Male,I,G074,-523065407,,111,
FL13,93,5,4,flounder atlantic witch (gray sole),13,1,Bio,Male,I,G107,-1795564742,,10,
FL13,93,5,4,flounder atlantic witch (gray sole),14,1,Bio,Male,I,G107,693050557,,14,
FL13,93,5,4,flounder atlantic witch (gray sole),14,1,Bio,Male,I,G107,821802491,,13,
FL13,93,5,4,flounder atlantic witch (gray sole),14,1,Bio,Male,I,G107,1635967276,,12,
FL13,93,5,4,flounder atlantic witch (gray sole),14,1,Bio,Female,I,G107,-808643657,,11,
FL13,93,5,4,flounder atlantic witch (gray sole),16,1,Bio,Female,I,G107,-1801717170,,19,
FL13,93,5,4,flounder atlantic witch (gray sole),16,1,Bio,Female,I,G107,-675537738,,26,
FL13,93,5,4,flounder atlantic witch (gray sole),17,1,Bio,Female,I,G107,-1719763168,,28,
FL13,93,5,4,flounder atlantic witch (gray sole),18,1,Bio,Male,I,G107,797717538,,30,
FL13,93,5,4,flounder atlantic witch (gray sole),18,1,Bio,Male,I,G107,224169983,,29,
FL13,93,5,4,flounder atlantic witch (gray sole),19,1,Bio,Male,I,G107,956675452,,35,
FL13,93,5,4,flounder atlantic witch (gray sole),22,1,Bio,Female,I,G107,437145293,,69,
FL13,93,5,4,flounder atlantic witch (gray sole),25,1,Bio,Female,I,G107,-1056893624,,78,
FL13,93,5,4,flounder atlantic witch (gray sole),25,1,Bio,Male,T,G107,-949720620,,89,
FL13,93,5,4,flounder atlantic witch (gray sole),25,1,Bio,Female,I,G107,-800100951,,95,
FL13,93,5,4,flounder atlantic witch (gray sole),26,1,Bio,Female,I,G107,-1799679419,,107,
FL13,93,5,4,flounder atlantic witch (gray sole),26,1,Bio,Female,I,G107,-915203935,,103,
FL13,93,5,4,flounder atlantic witch (gray sole),29,1,Bio,Female,I,G107,1577739715,,144,
FL13,93,5,4,flounder atlantic witch (gray sole),30,1,Bio,Female,T,G107,-2108703929,,166,
FL13,93,5,4,flounder atlantic witch (gray sole),31,1,Bio,Female,D,G107,-510654454,,190,
FL13,93,5,4,hake white,23,1,Bio,Male,I,G076,-1303913270,,89,
FL13,93,5,4,hake white,25,1,Bio,Female,I,G076,1501609334,,94,
FL13,93,5,4,hake white,25,1,Bio,Male,I,G076,-1484829821,,104,
FL13,93,5,4,hake white,26,1,Bio,Male,I,G076,-1981726133,,108,
FL13,93,5,4,hake white,26,1,Bio,Male,I,G076,1424291988,,107,
FL13,93,5,4,hake white,26,1,Bio,Female,I,G076,-1368536727,,123,
FL13,93,5,4,hake white,27,1,Bio,Male,I,G076,-102233808,,130,
FL13,93,5,4,hake white,27,1,Bio,Male,I,G076,682062770,,146,
FL13,93,5,4,hake white,27,1,Bio,Female,I,G076,-1489599225,,126,
FL13,93,5,4,hake white,27,1,Bio,Male,I,G076,-875707676,,144,
FL13,93,5,4,hake white,28,1,Bio,Female,I,G076,-1453927714,,133,
FL13,93,5,4,hake white,28,1,Bio,Male,I,G076,77453,,139,
FL13,93,5,4,hake white,28,1,Bio,Female,I,G076,-350648497,,160,
FL13,93,5,4,hake white,28,1,Bio,Male,T,G076,-35499194,,176,
FL13,93,5,4,hake white,29,1,Bio,Female,I,G076,-1039483535,,141,
FL13,93,5,4,hake white,29,1,Bio,Male,T,G076,-180086251,,183,
FL13,93,5,4,hake white,29,1,Bio,Female,I,G076,-178695745,,180,
FL13,93,5,4,hake white,30,1,Bio,Female,I,G076,1626863624,,204,
FL13,93,5,4,hake white,30,1,Bio,Male,T,G076,-1093030852,,214,
FL13,93,5,4,hake white,34,1,Bio,Female,T,G076,-1698125703,,301,
FL13,93,5,4,hake white,35,1,Bio,Male,T,G076,-1460253352,,318,
FL13,93,5,4,hake white,48,1,Bio,Female,T,G076,1198856211,,871,
FL13,93,5,4,monkfish,30,1,Bio,Male,T,G197,-795191819,,386,empty
FL13,93,5,4,monkfish,33,1,Bio,Female,T,G197,-929351150,,488,empty
FL13,93,5,4,monkfish,34,1,Bio,Male,T,G197,1677025579,,767,120cc
FL13,94,5,4,monkfish,26,1,Bio,Female,I,G197,196836403,,336,7cc
FL13,94,5,4,monkfish,28,1,Bio,Male,T,G197,-817191176,,388,10.0cc
FL13,94,5,4,monkfish,29,1,Bio,Female,T,G197,1747069337,,362,blown
FL13,95,5,3,monkfish,29,1,Bio,Female,I,G197,922388912,,439,35cc
FL14,1,1,3,haddock,20,1,Bio,Male,I,G074,1007470128,,80,
FL14,1,1,3,haddock,21,1,Bio,Male,T,G074,99640839,,87,
FL14,1,1,3,haddock,21,1,Bio,Female,I,G074,-1515439812,,84,
FL14,1,1,3,haddock,22,1,Bio,Female,I,G074,-146533557,,100,
FL14,1,1,3,haddock,23,1,Bio,Male,I,G074,-1538394511,,112,
FL14,1,1,3,haddock,26,1,Bio,Male,T,G074,341694430,,164,
FL14,2,1,3,flounder atlantic witch (gray sole),16,1,Bio,Male,I,G107,-499316090,,23,
FL14,2,1,3,flounder atlantic witch (gray sole),16,1,Bio,Female,I,G107,531578255,,21,
FL14,2,1,3,flounder atlantic witch (gray sole),17,1,Bio,Male,I,G107,-998898503,,25,
FL14,2,1,3,flounder atlantic witch (gray sole),17,1,Bio,Male,I,G107,1917125272,,29,
FL14,2,1,3,flounder atlantic witch (gray sole),17,1,Bio,Female,I,G107,-642569645,,30,
FL14,2,1,3,haddock,21,1,Bio,Male,T,G074,-574299727,,93,
FL14,2,1,3,haddock,23,1,Bio,Female,I,G074,-1784630754,,101,
FL14,2,1,3,haddock,24,1,Bio,Male,T,G074,516309831,,142,
FL14,2,1,3,hake white,25,1,Bio,Female,I,G076,872936400,,102,
FL14,2,1,3,hake white,27,1,Bio,Female,I,G076,779271057,,129,
FL14,2,1,3,hake white,29,1,Bio,Female,I,G076,233782910,,176,
FL14,2,1,3,hake white,30,1,Bio,Male,T,G076,868555627,,181,
FL14,2,1,3,hake white,31,1,Bio,Female,I,G076,-591493806,,184,
FL14,3,1,2,flounder atlantic witch (gray sole),41,1,Bio,Male,T,G107,2074776782,,422,
FL14,3,1,2,haddock,9,1,Bio,Male,I,G074,-2035605522,,8,
FL14,3,1,2,haddock,19,1,Bio,Male,I,G074,1196237083,,64,
FL14,3,1,2,haddock,21,1,Bio,Female,I,G074,906688705,,96,
FL14,3,1,2,haddock,22,1,Bio,Male,I,G074,-1174118462,,102,
FL14,3,1,2,haddock,22,1,Bio,Female,I,G074,-737340480,,95,
FL14,3,1,2,hake white,20,1,Bio,Male,I,G076,-2062641357,,52,
FL14,3,1,2,hake white,24,1,Bio,Male,I,G076,-1439511764,,82,
FL14,3,1,2,hake white,25,1,Bio,Female,I,G076,-1047276230,,107,
FL14,3,1,2,hake white,25,1,Bio,Female,I,G076,2088189629,,119,
FL14,3,1,2,hake white,26,1,Bio,Male,I,G076,-41359945,,121,
FL14,3,1,2,hake white,26,1,Bio,Male,I,G076,-1186522463,,124,
FL14,3,1,2,hake white,27,1,Bio,Male,I,G076,-1926732296,,136,
FL14,3,1,2,hake white,29,1,Bio,Female,I,G076,-1230220210,,165,
FL14,3,1,2,hake white,34,1,Bio,Male,T,G076,33056763,,282,
FL14,3,1,2,hake white,34,1,Bio,Male,T,G076,-573191904,,267,
FL14,3,1,2,monkfish,32,1,Bio,Male,T,G197,-954360101,,504,empty
FL14,3,1,2,monkfish,32,1,Bio,Female,T,G197,1286450816,,671,80cc
FL14,3,1,2,monkfish,35,1,Bio,Male,T,G197,-1521570687,,1004,120cc
FL14,6,1,4,haddock,23,1,Bio,Male,I,G074,1999351495,,134,
FL14,6,1,4,haddock,24,1,Bio,Male,I,G074,-1272626895,,135,
FL14,6,1,4,haddock,25,1,Bio,Male,I,G074,-570181361,,163,
FL14,6,1,4,haddock,26,1,Bio,Female,I,G074,979270558,,180,
FL14,6,1,4,haddock,26,1,Bio,Female,I,G074,916464646,,173,
FL14,6,1,4,haddock,26,1,Bio,Female,T,G074,-1750400604,,177,
FL14,6,1,4,haddock,27,1,Bio,Female,I,G074,-1834364814,,210,
FL14,6,1,4,haddock,29,1,Bio,Female,T,G074,-2121752107,,243,
FL14,6,1,4,haddock,30,1,Bio,Male,T,G074,-1147138037,,286,
FL14,6,1,4,haddock,44,1,Bio,Female,T,G074,-716393488,,782,
FL14,6,1,4,hake white,10,1,Bio,Male,I,G076,257944047,,10,
FL14,6,1,4,hake white,37,1,Bio,Male,T,G076,-255272700,,442,
FL14,6,1,4,monkfish,40,1,Bio,Male,T,G197,770970328,,1149,empty
FL14,6,1,4,monkfish,44,1,Bio,Male,S,G197,-623550471,,1392,15cc
FL14,7,1,3,cod atlantic,25,1,Bio,Female,I,G073,-1766092475,,146,3cc
FL14,7,1,3,flounder atlantic witch (gray sole),16,1,Bio,Male,I,G107,652718421,,18,
FL14,7,1,3,flounder atlantic witch (gray sole),18,1,Bio,Female,I,G107,1816955378,,31,
FL14,7,1,3,flounder atlantic witch (gray sole),24,1,Bio,Male,I,G107,266578827,,76,
FL14,7,1,3,haddock,20,1,Bio,Female,I,G074,-1772448290,,75,
FL14,7,1,3,haddock,22,1,Bio,Male,I,G074,2002385050,,99,
FL14,7,1,3,haddock,23,1,Bio,Male,T,G074,-834507663,,120,
FL14,7,1,3,haddock,24,1,Bio,Male,T,G074,-2004811881,,125,
FL14,7,1,3,haddock,24,1,Bio,Female,I,G074,633920996,,129,
FL14,7,1,3,haddock,25,1,Bio,Female,I,G074,1470288944,,163,
FL14,7,1,3,haddock,25,1,Bio,Female,I,G074,-2141917617,,154,
FL14,7,1,3,haddock,26,1,Bio,Male,I,G074,-215742798,,181,
FL14,7,1,3,haddock,26,1,Bio,Male,I,G074,-2047166906,,153,
FL14,7,1,3,haddock,26,1,Bio,Male,T,G074,-681789352,,175,
FL14,7,1,3,haddock,26,1,Bio,Female,I,G074,-2031388807,,182,
FL14,7,1,3,haddock,26,1,Bio,Female,I,G074,386832268,,166,
FL14,7,1,3,haddock,27,1,Bio,Male,T,G074,1354263453,,184,
FL14,7,1,3,haddock,27,1,Bio,Female,I,G074,1957367571,,180,
FL14,7,1,3,haddock,28,1,Bio,Female,I,G074,548002069,,189,
FL14,7,1,3,haddock,28,1,Bio,Female,I,G074,-841410229,,213,
FL14,7,1,3,haddock,30,1,Bio,Female,I,G074,634642862,,262,
FL14,7,1,3,haddock,32,1,Bio,Female,T,G074,321624449,,312,
FL14,7,1,3,monkfish,40,1,Bio,Female,T,G197,-1392760571,,905,empty
FL14,8,1,4,flounder atlantic witch (gray sole),11,1,Bio,Male,I,G107,-1275009792,,9,
FL14,8,1,4,flounder atlantic witch (gray sole),13,1,Bio,Male,I,G107,505098479,,8,
FL14,8,1,4,flounder atlantic witch (gray sole),14,1,Bio,Male,I,G107,2032987216,,13,
FL14,8,1,4,flounder atlantic witch (gray sole),14,1,Bio,Female,I,G107,-1750049611,,13,
FL14,8,1,4,flounder atlantic witch (gray sole),14,1,Bio,Male,I,G107,758475281,,15,
FL14,8,1,4,flounder atlantic witch (gray sole),14,1,Bio,Female,I,G107,767583011,,16,
FL14,8,1,4,flounder atlantic witch (gray sole),15,1,Bio,Female,I,G107,-1272606284,,18,
FL14,8,1,4,flounder atlantic witch (gray sole),15,1,Bio,Male,I,G107,-1003020007,,16,
FL14,8,1,4,flounder atlantic witch (gray sole),15,1,Bio,Male,I,G107,473085674,,17,
FL14,8,1,4,flounder atlantic witch (gray sole),15,1,Bio,Female,I,G107,-1598931109,,18,
FL14,8,1,4,flounder atlantic witch (gray sole),15,1,Bio,Male,I,G107,-554767618,,14,
FL14,8,1,4,flounder atlantic witch (gray sole),15,1,Bio,Female,I,G107,-1556799742,,18,
FL14,8,1,4,flounder atlantic witch (gray sole),16,1,Bio,Female,I,G107,1417827493,,26,
FL14,8,1,4,flounder atlantic witch (gray sole),16,1,Bio,Male,I,G107,547324583,,20,
FL14,8,1,4,flounder atlantic witch (gray sole),16,1,Bio,Male,I,G107,1291330399,,21,
FL14,8,1,4,flounder atlantic witch (gray sole),16,1,Bio,Female,I,G107,-1988209660,,19,
FL14,8,1,4,flounder atlantic witch (gray sole),16,1,Bio,Male,I,G107,-1901246618,,19,
FL14,8,1,4,flounder atlantic witch (gray sole),16,1,Bio,Female,I,G107,1034084136,,22,
FL14,8,1,4,flounder atlantic witch (gray sole),16,1,Bio,Female,I,G107,-696354410,,17,
FL14,8,1,4,flounder atlantic witch (gray sole),17,1,Bio,Male,I,G107,1710548269,,27,
FL14,8,1,4,flounder atlantic witch (gray sole),17,1,Bio,Female,I,G107,740239881,,24,
FL14,8,1,4,flounder atlantic witch (gray sole),17,1,Bio,Female,I,G107,-2121602606,,25,
FL14,8,1,4,flounder atlantic witch (gray sole),17,1,Bio,Male,I,G107,-1310310143,,26,
FL14,8,1,4,flounder atlantic witch (gray sole),17,1,Bio,Male,I,G107,1845347819,,22,
FL14,8,1,4,flounder atlantic witch (gray sole),18,1,Bio,Male,I,G107,-1305738916,,29,
FL14,8,1,4,hake white,25,1,Bio,Male,I,G076,-691034565,,109,
FL14,8,1,4,hake white,30,1,Bio,Female,I,G076,-40226540,,195,
FL14,8,1,4,hake white,34,1,Bio,Female,I,G076,1059868002,,314,
FL14,8,1,4,hake white,35,1,Bio,Male,I,G076,-47015803,,310,
FL14,8,1,4,monkfish,29,1,Bio,Male,T,G197,346609692,,470,40cc
FL14,8,1,4,monkfish,30,1,Bio,Female,I,G197,-824761107,,359,empty
FL14,9,1,2,monkfish,23,1,Bio,Female,I,G197,-1109430485,,228,10cc
FL14,9,1,2,monkfish,25,1,Bio,Male,I,G197,1374104720,,345,13cc
FL14,9,1,2,monkfish,30,1,Bio,Male,T,G197,1806447953,,525,80cc
FL14,10,1,1,cod atlantic,12,1,Bio,Male,I,G073,249544023,,16,
FL14,10,1,1,cod atlantic,13,1,Bio,Male,I,G073,-2077199796,,18,
FL14,12,1,1,hake white,31,1,Bio,Female,I,G076,-887557702,,201,
FL14,14,1,3,flounder atlantic witch (gray sole),15,1,Bio,Male,I,G107,-630608006,,21,
FL14,14,1,3,flounder atlantic witch (gray sole),16,1,Bio,Female,I,G107,-2102580739,,26,
FL14,14,1,3,flounder atlantic witch (gray sole),16,1,Bio,Female,I,G107,1933355884,,23,
FL14,14,1,3,flounder atlantic witch (gray sole),16,1,Bio,Male,I,G107,-1921491653,,23,
FL14,14,1,3,flounder atlantic witch (gray sole),17,1,Bio,Female,I,G107,-224114034,,30,
FL14,14,1,3,flounder atlantic witch (gray sole),17,1,Bio,Female,I,G107,1772840288,,30,
FL14,14,1,3,flounder atlantic witch (gray sole),17,1,Bio,Male,I,G107,-1621315849,,31,
FL14,14,1,3,flounder atlantic witch (gray sole),18,1,Bio,Male,I,G107,-1282850718,,34,
FL14,14,1,3,flounder atlantic witch (gray sole),18,1,Bio,Male,I,G107,-409585787,,34,
FL14,14,1,3,flounder atlantic witch (gray sole),18,1,Bio,Female,I,G107,137695713,,37,
FL14,14,1,3,hake white,21,1,Bio,Male,I,G076,-1918618332,,64,
FL14,14,1,3,hake white,22,1,Bio,Female,I,G076,-238713005,,64,
FL14,14,1,3,hake white,26,1,Bio,Female,I,G076,-477533553,,116,
FL14,14,1,3,hake white,27,1,Bio,Male,I,G076,430156217,,144,
FL14,14,1,3,hake white,30,1,Bio,Male,T,G076,494996358,,186,
FL14,14,1,3,hake white,33,1,Bio,Female,I,G076,1829591960,,249,
FL14,14,1,3,monkfish,24,1,Bio,Male,I,G197,1696298042,,246,5cc
FL14,14,1,3,monkfish,31,1,Bio,Female,I,G197,-591427021,,606,70cc
FL14,15,1,4,haddock,27,1,Bio,Male,T,G074,770105287,,175,
FL14,15,1,4,haddock,38,1,Bio,Female,T,G074,-849207300,,632,
FL14,16,1,4,flounder atlantic witch (gray sole),13,1,Bio,Female,I,G107,1100738174,,16,
FL14,16,1,4,flounder atlantic witch (gray sole),14,1,Bio,Male,I,G107,1943086032,,12,
FL14,16,1,4,flounder atlantic witch (gray sole),14,1,Bio,Male,I,G107,-381789466,,16,
FL14,16,1,4,flounder atlantic witch (gray sole),14,1,Bio,Male,I,G107,636496785,,18,
FL14,16,1,4,flounder atlantic witch (gray sole),15,1,Bio,Male,I,G107,-1054826897,,20,
FL14,16,1,4,flounder atlantic witch (gray sole),15,1,Bio,Male,I,G107,1416639826,,18,
FL14,16,1,4,flounder atlantic witch (gray sole),15,1,Bio,Male,I,G107,1244536871,,22,
FL14,16,1,4,flounder atlantic witch (gray sole),16,1,Bio,Male,I,G107,-501150869,,18,
FL14,16,1,4,flounder atlantic witch (gray sole),17,1,Bio,Male,I,G107,-440826315,,22,
FL14,16,1,4,flounder atlantic witch (gray sole),17,1,Bio,Female,I,G107,-237792380,,28,
FL14,16,1,4,flounder atlantic witch (gray sole),19,1,Bio,Female,I,G107,-1400884583,,36,
FL14,16,1,4,flounder atlantic witch (gray sole),23,1,Bio,Female,I,G107,-16288776,,68,
FL14,16,1,4,flounder atlantic witch (gray sole),24,1,Bio,Female,I,G107,-146605780,,82,
